"file","pointCount","xMin","xMax","yMin","yMax","zMin","zMax"
"05d80e30-002b-4dd9-9044-04cbc4d520a2.mod","4","-160.044385531019","160.002740234148","160.044385531435","160.044385531435","3892.01223982332","3900.0033583588"
"05e1053a-9e09-450b-ab1a-f859e0e0e2a3.mod","4","-104.529891610664","-52.4427800562068","-295.785775803976","-295.785775803976","885.674082419938","930.674082419939"
"05f96678-1041-4468-9cd7-efacefb9880f.mod","10","-40","40","-40","40","0","0"
"06086026-854c-415e-b87e-6e39079a7e02.mod","10","-20","20","-20","20","0","0"
"0670e34d-6338-431a-88ba-ad86693b3253.mod","4","454.056584347858","454.056584347858","2843.54702506639","3545.43466933321","1186.42010379782","1749.92010379781"
"0670e34d-6338-431a-88ba-ad86693b3253.mod","4","331.00000000012","331.00000000012","2862.43466933321","3526.43466933321","1202.43475991137","1727.9293229878"
"0677906e-566e-466c-9f4f-84911c6eaf75.mod","10","-20","20","-20","20","0","0"
"0684f22b-65a0-46d7-9918-e0c1d6abb74d.mod","4","839.901455038036","1109.90146576695","133.695684984215","133.695684984215","3912.62533882463","4072.22532847727"
"0684f22b-65a0-46d7-9918-e0c1d6abb74d.mod","4","789.901472919562","1159.90147023747","58.6956969051439","58.6956969051439","3838.02800711403","4176.02532723746"
"0684f22b-65a0-46d7-9918-e0c1d6abb74d.mod","4","1019.90146934314","1031.90147160818","38.6957010774961","38.6957010774961","4194.02532646261","4394.02532199228"
"0684f22b-65a0-46d7-9918-e0c1d6abb74d.mod","4","1009.90147172728","1019.90146219074","38.6957010774961","38.6957010774961","4176.02532723746","4266.02533081375"
